First level,Domain/Workflow/...,Second Level,Third Level,V2 Section,V2 Section Names,v2+ HTML Page,v2+ Group Type,v2+ Group Section,Comments
,,,,17.6.5,SMD/ACK/SMS - Request Anti-Microbial Device Cycle Data (Event S32),Message - S32 Request Anti-Microbial Device Cycle Data ,Message,Tab - ACK^S32^ACK,
,,,,17.6.5,SMD/ACK/SMS - Request Anti-Microbial Device Cycle Data (Event S32),Message - S32 Request Anti-Microbial Device Cycle Data ,Message,Tab - ACK Interaction,
,,,,17.6.5,SMD/ACK/SMS - Request Anti-Microbial Device Cycle Data (Event S32),Message - S32 Request Anti-Microbial Device Cycle Data ,Message,Tab - SMS^S32^SDR_S32,
,,,,17.6.5,SMD/ACK/SMS - Request Anti-Microbial Device Cycle Data (Event S32),Message - S32 Request Anti-Microbial Device Cycle Data ,Message,Tab - SMS Interaction,
,,,,17.7.1,STC/ACK - Notification of Sterilization Configuration (Event S33),Message - S33 Notification of Sterilization Configuration,Message,Text,
,,,,17.7.1,STC/ACK - Notification of Sterilization Configuration (Event S33),Message - S33 Notification of Sterilization Configuration,Message,Tab - STC^S33^STC_S33,
,,,,17.7.1,STC/ACK - Notification of Sterilization Configuration (Event S33),Message - S33 Notification of Sterilization Configuration,Message,Tab - STC Interaction,
,,,,17.7.1,STC/ACK - Notification of Sterilization Configuration (Event S33),Message - S33 Notification of Sterilization Configuration,Message,Tab - ACK^S33^ACK,
,,,,17.7.1,STC/ACK - Notification of Sterilization Configuration (Event S33),Message - S33 Notification of Sterilization Configuration,Message,Tab - ACK Interaction,
,,,,17.7.2,SLN/ACK - Notification of New Sterilization Lot (Event S34) ,Message - S34 Notification of New Sterilization Lot,Message,Text,
,,,,17.7.2,SLN/ACK - Notification of New Sterilization Lot (Event S34) ,Message - S34 Notification of New Sterilization Lot,Message,Tab - SLN^S34^SLR_S28,
,,,,17.7.2,SLN/ACK - Notification of New Sterilization Lot (Event S34) ,Message - S34 Notification of New Sterilization Lot,Message,Tab - SLN Interaction,
,,,,17.7.2,SLN/ACK - Notification of New Sterilization Lot (Event S34) ,Message - S34 Notification of New Sterilization Lot,Message,Tab - ACK^S34^ACK,
,,,,17.7.2,SLN/ACK - Notification of New Sterilization Lot (Event S34) ,Message - S34 Notification of New Sterilization Lot,Message,Tab - ACK Interaction,
,,,,17.7.3,SLN/ACK - Notification of Sterilization Lot Deletion (Event S35),Message - S35 Notification of Sterilization Lot Deletion,Message,Text,
,,,,17.7.3,SLN/ACK - Notification of Sterilization Lot Deletion (Event S35),Message - S35 Notification of Sterilization Lot Deletion,Message,Tab - SLN^S35^SLR_S28,
,,,,17.7.3,SLN/ACK - Notification of Sterilization Lot Deletion (Event S35),Message - S35 Notification of Sterilization Lot Deletion,Message,Tab - SLN Interaction,
,,,,17.7.3,SLN/ACK - Notification of Sterilization Lot Deletion (Event S35),Message - S35 Notification of Sterilization Lot Deletion,Message,Tab - ACK^S35^ACK,
,,,,17.7.3,SLN/ACK - Notification of Sterilization Lot Deletion (Event S35),Message - S35 Notification of Sterilization Lot Deletion,Message,Tab - ACK Interaction,
,,,,17.7.4,SDN/ACK - Notification of Anti-Microbial Device Data (Event S36) ,Message - S36 Notification of Anti-Microbial Device Data ,Message,Text,
,,,,17.7.4,SDN/ACK - Notification of Anti-Microbial Device Data (Event S36) ,Message - S36 Notification of Anti-Microbial Device Data ,Message,Tab - SDN^S36^SDR_S31,
,,,,17.7.4,SDN/ACK - Notification of Anti-Microbial Device Data (Event S36) ,Message - S36 Notification of Anti-Microbial Device Data ,Message,Tab - SDN Interaction,
,,,,17.7.4,SDN/ACK - Notification of Anti-Microbial Device Data (Event S36) ,Message - S36 Notification of Anti-Microbial Device Data ,Message,Tab - ACK^S36^ACK,
,,,,17.7.4,SDN/ACK - Notification of Anti-Microbial Device Data (Event S36) ,Message - S36 Notification of Anti-Microbial Device Data ,Message,Tab - ACK Interaction,
,,,,17.7.5,SCN/ACK - Notification of Anti-Microbial Device Cycle Data (Event S37) ,Message - S37 Notification of Anti-Microbial Device Cycle Data,Message,Text,
,,,,17.7.5,SCN/ACK - Notification of Anti-Microbial Device Cycle Data (Event S37) ,Message - S37 Notification of Anti-Microbial Device Cycle Data,Message,Tab - SCN^S37^SDR_S32,
,,,,17.7.5,SCN/ACK - Notification of Anti-Microbial Device Cycle Data (Event S37) ,Message - S37 Notification of Anti-Microbial Device Cycle Data,Message,Tab - SCN Interaction,
,,,,17.7.5,SCN/ACK - Notification of Anti-Microbial Device Cycle Data (Event S37) ,Message - S37 Notification of Anti-Microbial Device Cycle Data,Message,Tab - ACK^S37^ACK,
,,,,17.7.5,SCN/ACK - Notification of Anti-Microbial Device Cycle Data (Event S37) ,Message - S37 Notification of Anti-Microbial Device Cycle Data,Message,Tab - ACK Interaction,
,,,Examples,17.10+,,Materials Management,Text,,
,,Personnel Management,,,,Personnel Management,Text,,
,,,Introduction,15.2,,Personnel Management,Text,,
,,,General Use Cases / Background,,,Personnel Management,Text,,
,,,Implementation Considerations,,,Personnel Management,Text,,
,,,Technical Specs,,,Personnel Management,Text,,
,,,,15.3.1,PMU/ACK – Add Personnel Record (Event B01),Message - B01 Add Personnel Record,Message,Text,
,,,,15.3.1,PMU/ACK – Add Personnel Record (Event B01),Message - B01 Add Personnel Record,Message,Tab - PMU^B01^PMU_B01,
,,,,15.3.1,PMU/ACK – Add Personnel Record (Event B01),Message - B01 Add Personnel Record,Message,Tab - PMU Interaction,
,,,,15.3.1,PMU/ACK – Add Personnel Record (Event B01),Message - B01 Add Personnel Record,Message,Tab - ACK^B01^ACK,
,,,,15.3.1,PMU/ACK – Add Personnel Record (Event B01),Message - B01 Add Personnel Record,Message,Tab - ACK Interaction,
,,,,15.3.2,PMU/ACK – Update Personnel Record (Event B02),Message - B02 Update Personnel Record,Message,Text,
,,,,15.3.2,PMU/ACK – Update Personnel Record (Event B02),Message - B02 Update Personnel Record,Message,Tab - PMU^B02^PMU_B01,
,,,,15.3.2,PMU/ACK – Update Personnel Record (Event B02),Message - B02 Update Personnel Record,Message,Tab - PMU Interaction,
,,,,15.3.2,PMU/ACK – Update Personnel Record (Event B02),Message - B02 Update Personnel Record,Message,Tab - ACK^B01^ACK,
,,,,15.3.2,PMU/ACK – Update Personnel Record (Event B02),Message - B02 Update Personnel Record,Message,Tab - ACK Interaction,
,,,,15.3.3,PMU/ACK – Delete Personnel Record (Event B03),Message - B03 Delete Personnel Record,Message,Text,
,,,,15.3.3,PMU/ACK – Delete Personnel Record (Event B03),Message - B03 Delete Personnel Record,Message,Tab - PMU^B03^PMU_B03,
,,,,15.3.3,PMU/ACK – Delete Personnel Record (Event B03),Message - B03 Delete Personnel Record,Message,Tab - PMU Interaction,
,,,,15.3.3,PMU/ACK – Delete Personnel Record (Event B03),Message - B03 Delete Personnel Record,Message,Tab - ACK^B03^ACK,
,,,,15.3.3,PMU/ACK – Delete Personnel Record (Event B03),Message - B03 Delete Personnel Record,Message,Tab - ACK Interaction,
,,,,15.3.4,PMU/ACK – Activate Practicing Person (Event B04),Message - B04 Activate Practicing Person,Message,Text,
,,,,15.3.4,PMU/ACK – Activate Practicing Person (Event B04),Message - B04 Activate Practicing Person,Message,Tab - PMU^B04^PMU_B04,
,,,,15.3.4,PMU/ACK – Activate Practicing Person (Event B04),Message - B04 Activate Practicing Person,Message,Tab - PMU Interaction,
,,,,15.3.4,PMU/ACK – Activate Practicing Person (Event B04),Message - B04 Activate Practicing Person,Message,Tab - ACK^B04^ACK,
,,,,15.3.4,PMU/ACK – Activate Practicing Person (Event B04),Message - B04 Activate Practicing Person,Message,Tab - ACK Interaction,
,,,,15.3.5,PMU/ACK – Deactivate Practicing Person (Event B05),Message - B05 Deactivate Practicing Person,Message,Text,
,,,,15.3.5,PMU/ACK – Deactivate Practicing Person (Event B05),Message - B05 Deactivate Practicing Person,Message,Tab - PMU^B05^PMU_B04,
,,,,15.3.5,PMU/ACK – Deactivate Practicing Person (Event B05),Message - B05 Deactivate Practicing Person,Message,Tab - PMU Interaction,
,,,,15.3.5,PMU/ACK – Deactivate Practicing Person (Event B05),Message - B05 Deactivate Practicing Person,Message,Tab - ACK^B05^ACK,
,,,,15.3.5,PMU/ACK – Deactivate Practicing Person (Event B05),Message - B05 Deactivate Practicing Person,Message,Tab - ACK Interaction,
,,,,15.3.6,PMU/ACK – Terminate Practicing Person (Event B06),Message - B06 Terminate Practicing Person,Message,Text,
,,,,15.3.6,PMU/ACK – Terminate Practicing Person (Event B06),Message - B06 Terminate Practicing Person,Message,Tab - PMU^B06^PMU_B04,
,,,,15.3.6,PMU/ACK – Terminate Practicing Person (Event B06),Message - B06 Terminate Practicing Person,Message,Tab - PMU Interaction,
,,,,15.3.6,PMU/ACK – Terminate Practicing Person (Event B06),Message - B06 Terminate Practicing Person,Message,Tab - ACK^B06^ACK,
,,,,15.3.6,PMU/ACK – Terminate Practicing Person (Event B06),Message - B06 Terminate Practicing Person,Message,Tab - ACK Interaction,
,,,,15.3.7,QBP/RSP – Query Information (Event Q25/K25),Message - Q25/K25 Query Personnel Information,Message,Text,
,,,,15.3.7,QBP/RSP – Query Information (Event Q25/K25),Message - Q25/K25 Query Personnel Information,Message,Tab - QBP^Q25^QBP^Q21,
,,,,15.3.7,QBP/RSP – Query Information (Event Q25/K25),Message - Q25/K25 Query Personnel Information,Message,Tab - QBP Interaction,
,,,,15.3.7,QBP/RSP – Query Information (Event Q25/K25),Message - Q25/K25 Query Personnel Information,Message,Tab - ACK^Q25^ACK,
,,,,15.3.7,QBP/RSP – Query Information (Event Q25/K25),Message - Q25/K25 Query Personnel Information,Message,Tab - ACK Interaction,
,,,,15.3.7,QBP/RSP – Query Information (Event Q25/K25),Message - Q25/K25 Query Personnel Information,Message,Tab - RSP^K25^RSP_K25,
,,,,15.3.7,QBP/RSP – Query Information (Event Q25/K25),Message - Q25/K25 Query Personnel Information,Message,Tab - RSP Interaction,
,,,,15.3.8,PMU/ACK – Grant Certificate/Permission (Event B07),Message - B07 Grant Certificate/Permission ,Message,Text,
,,,,15.3.8,PMU/ACK – Grant Certificate/Permission (Event B07),Message - B07 Grant Certificate/Permission ,Message,Tab - PMU^B07^PMU_B07,
,,,,15.3.8,PMU/ACK – Grant Certificate/Permission (Event B07),Message - B07 Grant Certificate/Permission ,Message,Tab - PMU Interaction,
,,,,15.3.8,PMU/ACK – Grant Certificate/Permission (Event B07),Message - B07 Grant Certificate/Permission ,Message,Tab - ACK^B07^ACK,
,,,,15.3.8,PMU/ACK – Grant Certificate/Permission (Event B07),Message - B07 Grant Certificate/Permission ,Message,Tab - ACK Interaction,
,,,,15.3.9,PMU/ACK – Revoke Certificate/Permission (Event B08),Message - B08 Revoke Certificate/Permission,Message,Text,
,,,,15.3.9,PMU/ACK – Revoke Certificate/Permission (Event B08),Message - B08 Revoke Certificate/Permission,Message,Tab - PMU^B08^PMU_B08,
,,,,15.3.9,PMU/ACK – Revoke Certificate/Permission (Event B08),Message - B08 Revoke Certificate/Permission,Message,Tab - PMU Interaction,
,,,,15.3.9,PMU/ACK – Revoke Certificate/Permission (Event B08),Message - B08 Revoke Certificate/Permission,Message,Tab - ACK^B08^ACK,
,,,,15.3.9,PMU/ACK – Revoke Certificate/Permission (Event B08),Message - B08 Revoke Certificate/Permission,Message,Tab - ACK Interaction,
,,,Examples,15.5.1,,Personnel Management,Text,,
,,,,,,,,,
,,Lab Automation,,,,,,,
,,,Introduction,13.2.1,,Lab Automation,Text,,
,,,General Use Cases / Background,13.2.2,,Lab Automation,Text,,
,,,Implementation Considerations,13.4+,,Lab Automation,Text,,
,,,Technical Specs,13.3.,,Lab Automation,Text,,
,,,,13.3.1,ESU/ACK - Automated Equipment Status Update (Event U01),Message - U01 Automated Equipment Status Update,Message,Text,
,,,,13.3.1,ESU/ACK - Automated Equipment Status Update (Event U01),Message - U01 Automated Equipment Status Update,Message,Tab - ESU^U01^ESU_U01,"Even though this is a stand-alone message, should there be just a singular ESR/ESU/ACK section?  Start with e-mail exchange with Ralf and then if need to be reviewed Ralf in the Lab call."
,,,,13.3.1,ESU/ACK - Automated Equipment Status Update (Event U01),Message - U01 Automated Equipment Status Update,Message,Tab - ESU Interaction,
,,,,13.3.1,ESU/ACK - Automated Equipment Status Update (Event U01),Message - U01 Automated Equipment Status Update,Message,Tab - ACK^U01^ACK,
,,,,13.3.1,ESU/ACK - Automated Equipment Status Update (Event U01),Message - U01 Automated Equipment Status Update,Message,Tab - ACK Interaction,
,,,,13.3.2,ESR/ACK - Automated Equipment Status Request (Event U02),Message - U02 Automated Equipment Status Request,Message,Text,
,,,,13.3.2,ESR/ACK - Automated Equipment Status Request (Event U02),Message - U02 Automated Equipment Status Request,Message,Tab - ESR^U02^ESR_U02,
,,,,13.3.2,ESR/ACK - Automated Equipment Status Request (Event U02),Message - U02 Automated Equipment Status Request,Message,Tab - ESR Interaction,
,,,,13.3.2,ESR/ACK - Automated Equipment Status Request (Event U02),Message - U02 Automated Equipment Status Request,Message,Tab - ACK^U02^ACK,
,,,,13.3.2,ESR/ACK - Automated Equipment Status Request (Event U02),Message - U02 Automated Equipment Status Request,Message,Tab - ACK Interaction,
,,,,13.3.1,ESU/ACK - Automated Equipment Status Update (Event U01),Message - U01 Automated Equipment Status Update,Message,Tab - ESU^U01^ESU_U01,With Ralf: The application ACK is a stand-alone message from the previous section which can either be unsolicited or in response to the U02 query
,,,,13.3.1,ESU/ACK - Automated Equipment Status Update (Event U01),Message - U01 Automated Equipment Status Update,Message,Tab - ESU Interaction,
,,,,13.3.3,SSU/ACK - Specimen Status Update (Event U03),Message - U03 Specimen Status Update ,Message,Text,With Ralf: Is this also stand-alone or is this only a response to the SSR
,,,,13.3.3,SSU/ACK - Specimen Status Update (Event U03),Message - U03 Specimen Status Update ,Message,Tab - SSU^U03^SSU_U03,
,,,,13.3.3,SSU/ACK - Specimen Status Update (Event U03),Message - U03 Specimen Status Update ,Message,Tab - SSU Interaction,
,,,,13.3.3,SSU/ACK - Specimen Status Update (Event U03),Message - U03 Specimen Status Update ,Message,Tab - ACK^U03^ACK,
,,,,13.3.3,SSU/ACK - Specimen Status Update (Event U03),Message - U03 Specimen Status Update ,Message,Tab - ACK Interaction,
,,,,13.3.4,SSR/ACK - Specimen Status Request (Event U04),Message - U04 Specimen Status Request ,Message,Text,
,,,,13.3.4,SSR/ACK - Specimen Status Request (Event U04),Message - U04 Specimen Status Request ,Message,Tab - SSR^U04^SSR_U04,
,,,,13.3.4,SSR/ACK - Specimen Status Request (Event U04),Message - U04 Specimen Status Request ,Message,Tab - ESR Interaction,
,,,,13.3.4,SSR/ACK - Specimen Status Request (Event U04),Message - U04 Specimen Status Request ,Message,Tab - ACK^U04^ACK,
,,,,13.3.4,SSR/ACK - Specimen Status Request (Event U04),Message - U04 Specimen Status Request ,Message,Tab - ACK Interaction,
,,,,13.3.3,SSU/ACK - Specimen Status Update (Event U03),Message - U03 Specimen Status Update ,Message,Tab - SSU^U03^SSU_U03,With Ralf: The application ACK is a stand-alone message from the previous section which can either be unsolicited or in response to the U04 query
,,,,13.3.3,SSU/ACK - Specimen Status Update (Event U03),Message - U03 Specimen Status Update ,Message,Tab - SSU Interaction,
,,,,13.3.5,INU/ACK – Automated Equipment Inventory Update (Event U05),Message - U05 Automated Equipment Inventory Update,Message,Tab - INU^U05^INU_U05,
,,,,13.3.5,INU/ACK – Automated Equipment Inventory Update (Event U05),Message - U05 Automated Equipment Inventory Update,Message,Tab - INU Interaction,
,,,,13.3.5,INU/ACK – Automated Equipment Inventory Update (Event U05),Message - U05 Automated Equipment Inventory Update,Message,Tab - ACK^U05^ACK,
,,,,13.3.5,INU/ACK – Automated Equipment Inventory Update (Event U05),Message - U05 Automated Equipment Inventory Update,Message,Tab - ACK Interaction,
,,,,13.3.6,INR/ACK – Automated Equipment Inventory Request (Event U06),Message - U06 Automated Equipment Inventory Request ,Message,Text,
,,,,13.3.6,INR/ACK – Automated Equipment Inventory Request (Event U06),Message - U06 Automated Equipment Inventory Request ,Message,Tab - INR^U06^INR_U06,
,,,,13.3.6,INR/ACK – Automated Equipment Inventory Request (Event U06),Message - U06 Automated Equipment Inventory Request ,Message,Tab - INR Interaction,
,,,,13.3.6,INR/ACK – Automated Equipment Inventory Request (Event U06),Message - U06 Automated Equipment Inventory Request ,Message,Tab - ACK^U06^ACK,
,,,,13.3.6,INR/ACK – Automated Equipment Inventory Request (Event U06),Message - U06 Automated Equipment Inventory Request ,Message,Tab - ACK Interaction,
,,,,13.3.5,INU/ACK – Automated Equipment Inventory Update (Event U05),Message - U05 Automated Equipment Inventory Update,Message,Tab - INU^U05^INU_U05,
,,,,13.3.5,INU/ACK – Automated Equipment Inventory Update (Event U05),Message - U05 Automated Equipment Inventory Update,Message,Tab - INU Interaction,
,,,,,,,,,
,,Supply,,,,,,,
,,,Introduction,4.10.,,,,,Highlight that in context of ERP one does not use patient segmetn.
,,,General Use Cases / Background,,,,,,
,,,Implementation Considerations,,,,,,
,,,Technical Specs,,,,,,
,,,,4.10.1,OMS - stock requisition order message (event O05),Message - Stock Supply Requisition,Message,Text,
,,,,4.10.1,OMS - stock requisition order message (event O05),Message - Stock Supply Requisition,Message,Tab - OMS^O05^OMS_O05,
,,,,4.10.1,OMS - stock requisition order message (event O05),Message - Stock Supply Requisition,Message,Tab - OMS^O05 Interaction,
,,,,4.10.1,OMS - stock requisition order message (event O05),Message - Stock Supply Requisition,Message,Tab - ACK^O05^ACK,
,,,,4.10.2,ORS - stock requisition order acknowledgment message (event O06),Message - Stock Supply Requisition,Message,Tab - ORS^O06^ORS_O06,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Stock Supply Requisition,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Stock Supply Requisition,Message,Tab - OSU Interaction,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Stock Supply Requisition,Message,Tab - ACK^O52^ACK,
,,,,4.10.3,OMN - non-stock requisition order message (event O07),Non-Stock Supply Requisition,Message,Text,
,,,,4.10.3,OMN - non-stock requisition order message (event O07),Message - Stock Supply Requisition,Message,Tab - OMN^O07^OMN_O07,
,,,,4.10.3,OMN - non-stock requisition order message (event O07),Message - Stock Supply Requisition,Message,Tab - OMN^O07 Interaction,
,,,,4.10.3,OMN - non-stock requisition order message (event O07),Message - Stock Supply Requisition,Message,Tab - ACK^O07^ACK,
,,,,4.10.4,ORN - non-stock requisition order acknowledgment message (event O08),Message - Stock Supply Requisition,Message,Tab - ORN^O08^ORN_O08,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Stock Supply Requisition,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Stock Supply Requisition,Message,Tab - OSU Interaction,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Stock Supply Requisition,Message,Tab - ACK^O52^ACK,
,,,Examples,4.12.2,,,,,
,,,,,,,,,
,,Specimen Shipment Manifest,,,,,,,
,,,Introduction,,,,,,
,,,General Use Cases / Background,,,,,,
,,,Implementation Considerations,,,,,,
,,,Technical Specs,,,,,,
,,,,7.16.1,OSM - Unsolicited Specimen Shipment Manifest Message (Event R26),Message - Unsolicited Specimen Shipment Manifest,Message,Text,
,,,,7.16.1,OSM - Unsolicited Specimen Shipment Manifest Message (Event R26),Message - Unsolicited Specimen Shipment Manifest,Message,Tab - OSM^R26^OSM_OR26,
,,,,7.16.1,OSM - Unsolicited Specimen Shipment Manifest Message (Event R26),Message - Unsolicited Specimen Shipment Manifest,Message,Tab - OSM^R26 Interaction,
,,,,7.16.1,OSM - Unsolicited Specimen Shipment Manifest Message (Event R26),Message - Unsolicited Specimen Shipment Manifest,Message,Tab - ACK^R26^ACK,
,,,,7.16.1,OSM - Unsolicited Specimen Shipment Manifest Message (Event R26),Message - Unsolicited Specimen Shipment Manifest,Message,Tab - ACK^R26 Interaction,
,,,,,,,,,
,Technical,,,,,,,,
,,Introduction,,,,,,,
,,Queries,,,,,,,
,,,Introduction,5.2+,,Queries,Text,,
,,,General Use Cases / Background,5.3+;5.4;5.6;5.7,,Queries,Text,,
,,,Implementation Considerations,,,Queries,Text,,
,,,Technical Specs,,,Queries,Text,,
,,,,5.4.1,QBP/RSP – query by parameter/segment pattern response (events vary),Message - Query by parameter/segment pattern response,Message,Text,
,,,,5.4.1,QBP/RSP – query by parameter/segment pattern response (events vary),Message - Query by parameter/segment pattern response,Message,Tab - QBP^Q11^QBP_Q11,
,,,,5.4.1,QBP/RSP – query by parameter/segment pattern response (events vary),Message - Query by parameter/segment pattern response,Message,Tab - QBP Interaction,
,,,,5.4.1,QBP/RSP – query by parameter/segment pattern response (events vary),Message - Query by parameter/segment pattern response,Message,Tab - ACK^Q11^ACK,
,,,,5.4.1,QBP/RSP – query by parameter/segment pattern response (events vary),Message - Query by parameter/segment pattern response,Message,Tab - RSP^K11^RSP_K11,
,,,,5.4.1,QBP/RSP – query by parameter/segment pattern response (events vary),Message - Query by parameter/segment pattern response,Message,Tab - RSP Interaction,
,,,,5.4.1,QBP/RSP – query by parameter/segment pattern response (events vary),Message - Query by parameter/segment pattern response,Message,Tab - ACK^K11^ACK,
,,,,5.4.2,QBP/RTB – query by parameter/tabular response (events vary),Message - Query by parameter/tabular response,Message,Text,
,,,,5.3.1.2,QBP/RTB – query by parameter/tabular response (events vary),Message - Query by parameter/tabular response,Message,Tab - QBP^Q13^QBP_Q13,
,,,,5.3.1.2,QBP/RTB – query by parameter/tabular response (events vary),Message - Query by parameter/tabular response,Message,Tab - QBP Interaction,
,,,,5.4.2,QBP/RTB – query by parameter/tabular response (events vary),Message - Query by parameter/tabular response,Message,Tab - ACK^Q13^ACK,
,,,,5.4.2,QBP/RTB – query by parameter/tabular response (events vary),Message - Query by parameter/tabular response,Message,Tab - RTB^K13^RTB_K13,
,,,,5.4.2,QBP/RTB – query by parameter/tabular response (events vary),Message - Query by parameter/tabular response,Message,Tab - RTB Interaction,
,,,,5.4.2,QBP/RTB – query by parameter/tabular response (events vary),Message - Query by parameter/tabular response,Message,Tab - ACK^K13^ACK,
,,,,5.4.3,QBP/RDY – query by parameter/display response (events vary),Message - Query by parameter/display response,Message,Text,
,,,,5.4.3,QBP/RDY – query by parameter/display response (events vary),Message - Query by parameter/display response,Message,Tab - QBP^Q15^QBP_Q15,
,,,,5.4.3,QBP/RDY – query by parameter/display response (events vary),Message - Query by parameter/display response,Message,Tab - QBP Interaction,
,,,,5.4.3,QBP/RDY – query by parameter/display response (events vary),Message - Query by parameter/display response,Message,Tab - ACK^Q15^ACK,
,,,,5.4.3,QBP/RDY – query by parameter/display response (events vary),Message - Query by parameter/display response,Message,Tab - RDY^K15^RDY_K15,
,,,,5.4.3,QBP/RDY – query by parameter/display response (events vary),Message - Query by parameter/display response,Message,Tab - RDY Interaction,
,,,,5.4.3,QBP/RDY – query by parameter/display response (events vary),Message - Query by parameter/display response,Message,Tab - ACK^K15^ACK,
,,,,5.4.4,QSB – Create subscription (Event Q16),Message - Q16 Create subscription,Message,Text,
,,,,5.4.4,QSB – Create subscription (Event Q16),Message - Q16 Create subscription,Message,Tab - QSB^Q16^QSB_Q16,
,,,,5.4.4,QSB – Create subscription (Event Q16),Message - Q16 Create subscription,Message,Tab - QSB Interaction,
,,,,5.4.4,QSB – Create subscription (Event Q16),Message - Q16 Create subscription,Message,Tab - ACK^Q16^ACK,
,,,,5.4.4,QSB – Create subscription (Event Q16),Message - Q16 Create subscription,Message,Tab - ACK Interaction,
,,,,5.4.5,QVR – query for previous events (Event Q17),Message - Q17 Query for previous events,Message,Text,
,,,,5.4.5,QVR – query for previous events (Event Q17),Message - Q17 Query for previous events,Message,Tab - QVR^Q17^QVR_Q17,
,,,,5.4.5,QVR – query for previous events (Event Q17),Message - Q17 Query for previous events,Message,Tab - QVR Interaction,
,,,,5.4.5,QVR – query for previous events (Event Q17),Message - Q17 Query for previous events,Message,Tab - ACK^Q17^ACK,
,,,,5.4.5,QVR – query for previous events (Event Q17),Message - Q17 Query for previous events,Message,Tab - ACK Interaction,
,,,,5.4.6,QCN/ACK – cancel query/acknowledge message (Event J01),Message - J01 Cancel query/acknowledge message,Message,Text,
,,,,5.4.6,QCN/ACK – cancel query/acknowledge message (Event J01),Message - J01 Cancel query/acknowledge message,Message,Tab - QCN^J01^QCN_J01,
,,,,5.4.6,QCN/ACK – cancel query/acknowledge message (Event J01),Message - J01 Cancel query/acknowledge message,Message,Tab - QCN Interaction,
,,,,5.4.6,QCN/ACK – cancel query/acknowledge message (Event J01),Message - J01 Cancel query/acknowledge message,Message,Tab - ACK^J01^ACK,
,,,,5.4.6,QCN/ACK – cancel query/acknowledge message (Event J01),Message - J01 Cancel query/acknowledge message,Message,Tab - ACK Interaction,
,,,,5.4.7,QSX /ACK – cancel subscription/acknowledge message (Event J02),Message - J02 Cancel subscription/acknowledge message ,Message,Text,
,,,,5.4.7,QSX /ACK – cancel subscription/acknowledge message (Event J02),Message - J02 Cancel subscription/acknowledge message ,Message,Tab - QSX^J02^QCN_J01,
,,,,5.4.7,QSX /ACK – cancel subscription/acknowledge message (Event J02),Message - J02 Cancel subscription/acknowledge message ,Message,Tab - QSX Interaction,
,,,,5.4.7,QSX /ACK – cancel subscription/acknowledge message (Event J02),Message - J02 Cancel subscription/acknowledge message ,Message,Tab - ACK^J02^ACK,
,,,,5.4.7,QSX /ACK – cancel subscription/acknowledge message (Event J02),Message - J02 Cancel subscription/acknowledge message ,Message,Tab - ACK Interaction,
,,,Examples,5.9+,,Queries,Text,,
,,Master Files,,,,,,,
,,,Introduction,8.2,,Master Files,Text,,
,,,General Use Cases / Background,8.3,,Master Files,Text,,Not sure if we need to keep this text
,,,Implementation Considerations,,,Master Files,Text,,
,,,Technical Specs,,,Master Files,Text,,
,,,,8.4;8.4.2+,MFN/MFK - Master File Notification - General (Event M13),Message - M13 Master File Notification - General ,Message,Text,
,,,,8.4.2,MFN/MFK - Master File Notification - General (Event M13),Message - M13 Master File Notification - General ,Message,Tab - MFN^M13^MFN_M13,
,,,,8.4.2,MFN/MFK - Master File Notification - General (Event M13),Message - M13 Master File Notification - General ,Message,Tab - MFN Interaction,
,,,,8.4.2,MFN/MFK - Master File Notification - General (Event M13),Message - M13 Master File Notification - General ,Message,Tab - ACK^M13^ACK,
,,,,8.4.2,MFN/MFK - Master File Notification - General (Event M13),Message - M13 Master File Notification - General ,Message,Tab - ACK Interaction,
,,,,8.4.2,MFN/MFK - Master File Notification - General (Event M13),Message - M13 Master File Notification - General ,Message,Tab - MFK^M13^MFK_M01,
,,,,8.4.2,MFN/MFK - Master File Notification - General (Event M13),Message - M13 Master File Notification - General ,Message,Tab - MFK Interaction,
,,,,8.4;8.4.3,MFN/MFK - Master File Notification - Site Defined (Event M14) ,Message - M14 Master File Notification - Site Defined,Message,Text,
,,,,8.4.3,MFN/MFK - Master File Notification - Site Defined (Event M14) ,Message - M14 Master File Notification - Site Defined,Message,Tab - MFN^M14^MFN_Znn,
,,,,8.4.3,MFN/MFK - Master File Notification - Site Defined (Event M14) ,Message - M14 Master File Notification - Site Defined,Message,Tab - MFN Interaction,
,,,,8.4.3,MFN/MFK - Master File Notification - Site Defined (Event M14) ,Message - M14 Master File Notification - Site Defined,Message,Tab - ACK^M14^ACK,
,,,,8.4.3,MFN/MFK - Master File Notification - Site Defined (Event M14) ,Message - M14 Master File Notification - Site Defined,Message,Tab - ACK Interaction,
,,,,8.4.3,MFN/MFK - Master File Notification - Site Defined (Event M14) ,Message - M14 Master File Notification - Site Defined,Message,Tab - MFK^M14^MFK_M01,
